Locality Name,"Post
Code","Municipality
Name","Ward
Name",LGA,"District
Name","District
Code","Region
Name","Region
Code","Property
Count","Elector
Count"
Bellarine,3223,Greater Geelong City Council,Coryule,50607,Bellarine,7,Western Victoria,8,80,137
Bellbird Creek,3889,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,1,1
Bellbrae,3228,Surf Coast Shire Council,Winchelsea,50104,South Barwon,80,Western Victoria,8,411,718
Bellbridge,3691,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,169,298
Bellellen,3381,Northern Grampians Shire Council,South West,57403,Ripon,74,Western Victoria,8,22,39
Bellfield,3081,Banyule City Council,Olympia,54007,Ivanhoe,40,Northern Metropolitan,3,741,1164
Bells Beach,3228,Surf Coast Shire Council,Torquay,50103,Polwarth,70,Western Victoria,8,9,10
Bells Beach,3228,Surf Coast Shire Council,Torquay,50103,South Barwon,80,Western Victoria,8,67,93
Belmont,3216,Greater Geelong City Council,Kardinia,50610,South Barwon,80,Western Victoria,8,6451,9966
Bemm River,3889,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,50,63
Bena,3946,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,37,Eastern Victoria,2,137,205
Benalla,3672,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,5136,7836
Benambra,3900,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,101,133
Benayeo,3319,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,27,36
Bend Of Islands,3097,Nillumbik Shire Council,Sugarloaf,55805,Yan Yean,87,Northern Metropolitan,3,112,198
Bendigo,3550,Greater Bendigo City Council,Eppalock,50201,Bendigo East,10,Northern Victoria,4,342,441
Bendigo,3550,Greater Bendigo City Council,Whipstick,50203,Bendigo East,10,Northern Victoria,4,65,74
Bendigo,3550,Greater Bendigo City Council,Whipstick,50203,Bendigo West,11,Northern Victoria,4,2974,3591
Bendoc,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,66,74
Bengworden,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,33,66
Benjeroop,3579,Gannawarra Shire Council,Avoca,57201,Swan Hill,82,Northern Victoria,4,14,13
Benjeroop,3579,Gannawarra Shire Council,Murray,57202,Swan Hill,82,Northern Victoria,4,21,17
Benloch,3435,Macedon Ranges Shire Council,East,56601,Macedon,48,Northern Victoria,4,62,84
Bennison,3960,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,13,25
Bentleigh,3204,Glen Eira City Council,Tucker,54603,Bentleigh,12,Southern Metropolitan,6,6473,10681
Bentleigh East,3165,Glen Eira City Council,Tucker,54603,Bentleigh,12,Southern Metropolitan,6,10442,18421
Benwerrin,3235,Surf Coast Shire Council,Lorne,50102,Polwarth,70,Western Victoria,8,8,15
Beremboke,3342,Moorabool Shire Council,Central Moorabool,50401,Ballarat East,3,Western Victoria,8,68,103
Berrimal,3518,Loddon Shire Council,Wedderburn,56505,Swan Hill,82,Northern Victoria,4,15,31
Berringa,3351,Golden Plains Shire Council,Unsubdivided,50501,Ripon,74,Western Victoria,8,84,118
Berringama,3691,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,21,41
Berriwillock,3531,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,98,148
Berrybank,3323,Corangamite Shire Council,North,51603,Polwarth,70,Western Victoria,8,23,40
Berrys Creek,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,63,101
Berwick,3806,Casey City Council,Edrington,54402,Bass,5,Eastern Victoria,2,1996,3832
Berwick,3806,Casey City Council,Edrington,54402,Gembrook,35,Eastern Victoria,2,3458,6078
Berwick,3806,Casey City Council,Edrington,54402,Narre Warren North,63,South Eastern Metropolitan,5,4482,8401
Berwick,3806,Casey City Council,Edrington,54402,Narre Warren South,64,South Eastern Metropolitan,5,6245,10784
Bessiebelle,3304,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,49,86
Bet Bet,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,74,Western Victoria,8,59,84
Bete Bolong,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,36,65
Bete Bolong North,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,6,9
Bethanga,3691,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,201,369
Betley,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,74,Western Victoria,8,45,68
Beulah,3395,Yarriambiack Shire Council,Hopetoun,57602,Mildura,52,Northern Victoria,4,202,300
Beulah,3395,Yarriambiack Shire Council,Warracknabeal,57603,Swan Hill,82,Northern Victoria,4,10,17
Beverford,3590,Swan Hill Rural City Council,Central,57001,Swan Hill,82,Northern Victoria,4,118,207
Beveridge,3753,Mitchell Shire Council,South,52803,Seymour,78,Northern Victoria,4,374,699
Beveridge,3753,Whittlesea City Council,North,56001,Yan Yean,87,Northern Metropolitan,3,139,316
Big Desert,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,1,3
Big Hill,3555,Greater Bendigo City Council,Lockwood,50202,Bendigo East,10,Northern Victoria,4,46,90
Big Hill,3555,Greater Bendigo City Council,Lockwood,50202,Bendigo West,11,Northern Victoria,4,30,39
Big Hill,3231,Surf Coast Shire Council,Lorne,50102,Polwarth,70,Western Victoria,8,14,18
Big Pats Creek,3799,Yarra Ranges Shire Council,O'Shannassy,56206,Gembrook,35,Eastern Victoria,2,30,48
Biggara,3707,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,18,32
Bimbourie,3533,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,6,14
Bindi,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,18,37
Binginwarri,3966,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,14,22
Binginwarri,3966,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,53,76
Bingo Munjie,3898,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,1,2
Birchip,3483,Buloke Shire Council,Mount Jeffcott,57103,Swan Hill,82,Northern Victoria,4,377,520
Birchip West,3483,Buloke Shire Council,Mount Jeffcott,57103,Swan Hill,82,Northern Victoria,4,3,8
Birdwoodton,3505,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,221,402
Birregurra,3242,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,377,565
Birregurra,3242,Surf Coast Shire Council,Winchelsea,50104,Polwarth,70,Western Victoria,8,12,25
Bittern,3918,Mornington Peninsula Shire Council,Cerberus,55702,Hastings,38,Eastern Victoria,2,1302,2404
Bittern,3918,Mornington Peninsula Shire Council,Red Hill,55704,Hastings,38,Eastern Victoria,2,77,160
Black Hill,3350,Ballarat City Council,Central,50301,Ballarat West,4,Western Victoria,8,796,1276
Black Hill,3350,Ballarat City Council,North,50302,Ballarat West,4,Western Victoria,8,123,250
Black Range,3381,Ararat Rural City Council,Unsubdivided,51401,Ripon,74,Western Victoria,8,8,12
Black Range,3381,Northern Grampians Shire Council,South West,57403,Ripon,74,Western Victoria,8,59,117
Black Rock,3193,Bayside City Council,Southern,54103,Sandringham,76,Southern Metropolitan,6,2776,4734
Blackburn,3130,Whitehorse City Council,Central,55901,Mitcham,54,Eastern Metropolitan,1,5311,9026
Blackburn,3130,Whitehorse City Council,Springfield,55905,Mitcham,54,Eastern Metropolitan,1,62,112
Blackburn North,3130,Whitehorse City Council,Central,55901,Mitcham,54,Eastern Metropolitan,1,2796,4837
Blackburn South,3130,Whitehorse City Council,Central,55901,Forest Hill,32,Eastern Metropolitan,1,3306,5683
Blackburn South,3130,Whitehorse City Council,Riversdale,55904,Forest Hill,32,Eastern Metropolitan,1,960,1675
Blackheath,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,8,14
Blackwarry,3844,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,16,26
Blackwood,3458,Moorabool Shire Council,Woodlands,50404,Melton,51,Western Victoria,8,196,247
Blairgowrie,3942,Mornington Peninsula Shire Council,Nepean,55703,Nepean,65,Eastern Victoria,2,2125,1883
Blakeville,3342,Moorabool Shire Council,Woodlands,50404,Ballarat East,3,Western Victoria,8,15,23
Blampied,3364,Hepburn Shire Council,Creswick,56404,Ballarat East,3,Western Victoria,8,92,160
Blind Bight,3980,Casey City Council,Balla Balla,54401,Hastings,38,Eastern Victoria,2,486,899
Blowhard,3352,Ballarat City Council,North,50302,Ripon,74,Western Victoria,8,41,72
Bo Peep,3351,Ballarat City Council,North,50302,Ripon,74,Western Victoria,8,7,14
Bo Peep,3351,Pyrenees Shire Council,Mount Emu,51905,Ripon,74,Western Victoria,8,2,2
Bobinawarrah,3678,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,8,16
Bobinawarrah,3678,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,36,64
Bochara,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,27,56
Bogong,3699,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,15,6
Boho,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Benalla,8,Northern Victoria,4,33,54
Boho South,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Benalla,8,Northern Victoria,4,27,44
Boho South,3669,Strathbogie Shire Council,Mount Wombat,53104,Benalla,8,Northern Victoria,4,9,17
Boigbeat,3531,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,5,8
Boinka,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,7,13
Boisdale,3860,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,122,214
Bolangum,3387,Northern Grampians Shire Council,Central,57401,Swan Hill,82,Northern Victoria,4,1,2
Bolinda,3432,Macedon Ranges Shire Council,East,56601,Macedon,48,Northern Victoria,4,68,129
Bolton,3546,Swan Hill Rural City Council,Murray-Mallee,57003,Swan Hill,82,Northern Victoria,4,6,12
Bolwarra,3305,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,242,469
Bolwarrah,3352,Moorabool Shire Council,Woodlands,50404,Ballarat East,3,Western Victoria,8,17,28
Bona Vista,3820,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,33,68
Bona Vista,3820,Baw Baw Shire Council,Warragul,53504,Narracan,62,Eastern Victoria,2,4,8
Bonang,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,39,47
Bonbeach,3196,Kingston City Council,South,54903,Carrum,20,South Eastern Metropolitan,5,2739,4185
Bonegilla,3691,Wodonga City Council,Unsubdivided,53301,Benambra,9,Northern Victoria,4,117,433
Boneo,3939,Mornington Peninsula Shire Council,Red Hill,55704,Nepean,65,Eastern Victoria,2,130,275
Bonn,3561,Campaspe Shire Council,Rochester,52303,Rodney,75,Northern Victoria,4,15,33
Bonnie Doon,3720,Mansfield Shire Council,Bonnie Doon,58001,Benalla,8,Northern Victoria,4,328,436
Bonshaw,3352,Ballarat City Council,South,50303,Ballarat West,4,Western Victoria,8,59,144
Bookaar,3260,Corangamite Shire Council,Central,51601,Polwarth,70,Western Victoria,8,53,96
Bookaar,3260,Corangamite Shire Council,North,51603,Polwarth,70,Western Victoria,8,12,24
Boolarong,3960,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,3,5
Boolarong,3960,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,2,1
Boolarra,3870,Latrobe City Council,South,53703,Morwell,58,Eastern Victoria,2,469,734
Boolarra South,3870,Latrobe City Council,South,53703,Morwell,58,Eastern Victoria,2,58,101
Boole Poole,3880,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,3,5
Boolite,3392,Yarriambiack Shire Council,Warracknabeal,57603,Swan Hill,82,Northern Victoria,4,13,25
Boomahnoomoonah,3728,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,7,10
Boonah,3235,Surf Coast Shire Council,Lorne,50102,Polwarth,70,Western Victoria,8,11,13
Boorcan,3265,Corangamite Shire Council,Central,51601,Polwarth,70,Western Victoria,8,56,101
Boorhaman,3678,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,50,88
Boorhaman East,3678,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,7,13
Boorhaman North,3685,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,21,36
Boorolite,3723,Mansfield Shire Council,Mansfield,58003,Benalla,8,Northern Victoria,4,55,90
Boorolite,3723,Mansfield Shire Council,Tolmie,58004,Benalla,8,Northern Victoria,4,2,6
Boorool,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,21,34
Boort,3537,Loddon Shire Council,Boort,56501,Swan Hill,82,Northern Victoria,4,456,699
Boosey,3730,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,35,67
Boralma,3682,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,34,59
Bornes Hill,3379,Ararat Rural City Council,Unsubdivided,51401,Lowan,46,Western Victoria,8,14,20
Boronia,3155,Knox City Council,Baird,55001,Bayswater,6,Eastern Metropolitan,1,1705,2637
Boronia,3155,Knox City Council,Baird,55001,Ferntree Gully,30,Eastern Metropolitan,1,1760,2652
Boronia,3155,Knox City Council,Chandler,55002,Ferntree Gully,30,Eastern Metropolitan,1,970,1696
Boronia,3155,Knox City Council,Chandler,55002,Monbulk,55,Eastern Victoria,2,3604,6128
Boronia,3155,Knox City Council,Dinsdale,55004,Bayswater,6,Eastern Metropolitan,1,1171,2047
Boronia,3155,Knox City Council,Dobson,55005,Ferntree Gully,30,Eastern Metropolitan,1,30,60
Borung,3518,Loddon Shire Council,Boort,56501,Swan Hill,82,Northern Victoria,4,36,53
Bostocks Creek,3260,Corangamite Shire Council,Central,51601,Polwarth,70,Western Victoria,8,2,3
Bostocks Creek,3260,Corangamite Shire Council,South-Central,51604,Polwarth,70,Western Victoria,8,38,79
Botanic Ridge,3977,Casey City Council,Balla Balla,54401,Hastings,38,Eastern Victoria,2,869,1720
Boundary Bend,3599,Swan Hill Rural City Council,Murray-Mallee,57003,Swan Hill,82,Northern Victoria,4,67,95
Bowenvale,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,74,Western Victoria,8,81,133
Boweya,3675,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,14,21
Boweya,3675,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,9,22
Boweya North,3675,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,22,36
Bowmans Forest,3735,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,40,89
Bowser,3678,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,8,17
Box Hill,3128,Whitehorse City Council,Elgar,55902,Box Hill,13,Eastern Metropolitan,1,4157,5159
Box Hill North,3129,Whitehorse City Council,Elgar,55902,Box Hill,13,Eastern Metropolitan,1,4614,7207
Box Hill South,3128,Whitehorse City Council,Riversdale,55904,Burwood,19,Southern Metropolitan,6,3314,5126
Boxwood,3725,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,6,13
Boxwood,3725,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,2,4
Bradford,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,11,Northern Victoria,4,4,10
Bradvale,3361,Corangamite Shire Council,North,51603,Ripon,74,Western Victoria,8,20,32
Braeside,3195,Kingston City Council,Central,54901,Mordialloc,56,South Eastern Metropolitan,5,18,13
Braeside,3195,Kingston City Council,South,54903,Mordialloc,56,South Eastern Metropolitan,5,6,4
Brandy Creek,3821,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,38,70
Branxholme,3302,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,9,16
Branxholme,3302,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,13,20
Branxholme,3302,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,136,217
Bravington,3821,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,6,14
Braybrook,3019,Maribyrnong City Council,Stony Creek,55202,Footscray,31,Western Metropolitan,7,3348,4684
Breakaway Creek,3303,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,19,22
Breakwater,3219,Greater Geelong City Council,Austin,50601,Geelong,34,Western Victoria,8,544,769
Breamlea,3227,Greater Geelong City Council,Buckley,50604,South Barwon,80,Western Victoria,8,88,120
Breamlea,3227,Surf Coast Shire Council,Torquay,50103,South Barwon,80,Western Victoria,8,2,7
Brenanah,3517,Loddon Shire Council,Wedderburn,56505,Swan Hill,82,Northern Victoria,4,13,17
Brewster,3352,Pyrenees Shire Council,Ercildoune,51904,Ripon,74,Western Victoria,8,15,30
Brewster,3352,Pyrenees Shire Council,Mount Emu,51905,Ripon,74,Western Victoria,8,6,9
Briagolong,3860,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,464,751
Briar Hill,3088,Banyule City Council,Beale,54002,Eltham,27,Eastern Metropolitan,1,1363,2348
Bridge Creek,3723,Mansfield Shire Council,Tolmie,58004,Benalla,8,Northern Victoria,4,45,77
Bridgewater,3516,Loddon Shire Council,Inglewood,56502,Bendigo East,10,Northern Victoria,4,69,127
Bridgewater,3516,Loddon Shire Council,Inglewood,56502,Bendigo West,11,Northern Victoria,4,5,5
Bridgewater North,3516,Loddon Shire Council,Inglewood,56502,Bendigo East,10,Northern Victoria,4,20,47
Bridgewater On Loddon,3516,Loddon Shire Council,Inglewood,56502,Bendigo East,10,Northern Victoria,4,173,235
Bright,3741,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,1318,1770
Brighton,3186,Bayside City Council,Central,54101,Brighton,14,Southern Metropolitan,6,1901,3340
Brighton,3186,Bayside City Council,Northern,54102,Brighton,14,Southern Metropolitan,6,8082,12978
Brighton East,3187,Bayside City Council,Central,54101,Brighton,14,Southern Metropolitan,6,2244,4120
Brighton East,3187,Bayside City Council,Northern,54102,Brighton,14,Southern Metropolitan,6,3966,6850
Brighton East,3187,Glen Eira City Council,Rosstown,54602,Bentleigh,12,Southern Metropolitan,6,58,99
Brighton East,3187,Glen Eira City Council,Tucker,54603,Bentleigh,12,Southern Metropolitan,6,433,489
Brim,3391,Yarriambiack Shire Council,Warracknabeal,57603,Swan Hill,82,Northern Victoria,4,73,106
Brimboal,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,3,4
Brimin,3685,Indigo Shire Council,Unsubdivided,52601,Murray Valley,61,Northern Victoria,4,20,52
Brimpaen,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,33,63
Bringalbert,3319,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,7,14
Brit Brit,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,11,22
Broadford,3658,Mitchell Shire Council,Central,52801,Seymour,78,Northern Victoria,4,1677,2826
Broadford,3658,Mitchell Shire Council,North,52802,Seymour,78,Northern Victoria,4,7,11
Broadlands,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,6,12
Broadmeadows,3047,Hume City Council,Meadow Valley,54803,Broadmeadows,15,Northern Metropolitan,3,3986,5870
Broadwater,3301,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,34,64
